Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/25/2019 0:41:38,45-54,Commercial Real Estate,Senior Property Manager,92000,USD,Irvine/California/United States ,21 - 30 years
4/25/2019 0:41:38,45-54,Education,Executive Secretary,45000,USD,Indiana,1 year or less
4/25/2019 0:41:40,25-34,Health Trade Association,"Senior Manager, Government Affairs",85000,USD,"Washington, DC USA",8 - 10 years
4/25/2019 0:41:40,25-34,Energy,Managing director,109000,EUR,Finland,8 - 10 years
4/25/2019 0:41:42,25-34,Tech (startup),Financial Controller,135000,USD,San Francisco,5-7 years
4/25/2019 0:41:42,35-44,Legal ,Attorney ,61000,USD,"Des Moines, Iowa  USA",8 - 10 years
4/25/2019 0:41:43,25-34,Healthcare,Biochemist,78000,USD,"New York, NY",8 - 10 years
4/25/2019 0:41:43,45-54,Non-profit,Program Manager,"80,000",USD,"San Francisco, CA, USA",21 - 30 years
4/25/2019 0:41:43,45-54,Insurance ,IT Project Manager,"107,000",USD,Portland OR USA,21 - 30 years
4/25/2019 0:41:44,45-54,Federal govt,Sr Communications specialist,129000,USD,"Baltimore, MD",21 - 30 years
4/25/2019 0:41:44,25-34,Education,Director of Institutional Research,"38,000",USD,kentucky ,11 - 20 years
4/25/2019 0:41:47,25-34,Aerospace & Defense,Quality Engineer,85500,USD,Boston/MA/USA,8 - 10 years
4/25/2019 0:41:49,18-24,Industrial Manufacturing ,Office Assistant ,29640,USD,Michigan ,1 year or less
4/25/2019 0:41:50,25-34,Petrochemicals,Process Engineer,103700,USD,Beaumont/Texas/USA,2 - 4 years
4/25/2019 0:41:51,25-34,Libraries,Librarian,"80,000",USD,"Livermore, CA, USA",5-7 years
4/25/2019 0:41:52,35-44,Internet,Software Engineer,118000,USD,"Portland, Oregon",11 - 20 years
4/25/2019 0:41:52,35-44,State Government,Tax Auditor,"78,000",USD,Minneapolis MN USA,5-7 years
4/25/2019 0:41:53,55-64,Utility,Programmer/Analyst II,"70,400",USD,Kennewick/WA/USA,21 - 30 years
4/25/2019 0:41:53,35-44,Non profit marketing,Head of Communications & Digital,60000,GBP,London,11 - 20 years
4/25/2019 0:41:54,35-44,Legal/Not-for-profit,Assistant General Counsel,"$73,000",USD,"Chicago, Illinois, USA",5-7 years
4/25/2019 0:41:54,35-44,"Textiles, Marketing",Inspiration Design Specialist,"50,000",USD,"charlotte, NC, USA",8 - 10 years
4/25/2019 0:41:56,35-44,public health/government administration,policy and program manager,"105,000",USD,"New York, NY, USA",8 - 10 years
4/25/2019 0:41:56,25-34,dance education,dance instructor,"$20-35/hr, part-time",USD,,5-7 years
4/25/2019 0:41:58,25-34,eCommerce,Project Manager,71000,USD,"Boston, MA, USA",8 - 10 years
4/25/2019 0:41:59,25-34,Academia,Process Engineer,93500,USD,Berkeley/CA/USA,2 - 4 years
4/25/2019 0:42:00,25-34,Automotive,Parts quality engineer,75000,USD,Tennessee USA,2 - 4 years
4/25/2019 0:42:00,35-44,Publishing,Director,"79,000",USD,,11 - 20 years
4/25/2019 0:42:01,35-44,Healthcare,Sr. IT Project Manager,97500,USD,"Nashville, TN",11 - 20 years
4/25/2019 0:42:02,25-34,Higher Education,Personnel Coordinator,40000,USD,Florida,11 - 20 years
4/25/2019 0:42:02,45-54,Education - Boarding School,Operations Admin,"25,000",USD,Brevard County FL,11 - 20 years
4/25/2019 0:42:04,45-54,Publishing (nonprofit scholarly and arts),Senior editor,"70,000/yr",USD,"Louisiana, usa",21 - 30 years
4/25/2019 0:42:05,25-34,Nonprofit,Reference Librarian,31000,USD,"Lancaser, PA USA",2 - 4 years
4/25/2019 0:42:06,25-34,Digital marketing,Analytics consultant ,"70,000",USD,Atlanta/GA/USA,2 - 4 years
4/25/2019 0:42:06,45-54,Business Services-technology ,Marketing Communications,"74,000",USD,Philadelphia PA,31 - 40 years
4/25/2019 0:42:06,25-34,Non-Profit ,Administrative Coordinator,45000,USD,"Washington, DC",5-7 years
4/25/2019 0:42:06,35-44,Publishing,Editorial director ,41000,GBP,London,11 - 20 years
4/25/2019 0:42:08,25-34,Academia,PhD Student,80000,CHF,"Zürich, Switzerland",1 year or less
4/25/2019 0:42:08,35-44,"Associations, Magazine Publishing",Associate Editor,"53,000",USD,"Washington, DC, USA",11 - 20 years
4/25/2019 0:42:09,25-34,Water/Energy,Software Engineer,"101,000.00",USD,"Raleigh, NC USA",2 - 4 years
4/25/2019 0:42:10,25-34,Legal,Staff Attorney,"$63,775",USD,New York City,5-7 years
4/25/2019 0:42:13,18-24,Healthcare,Technical Writer,"55,000",USD,"Columbus, OH",2 - 4 years
4/25/2019 0:42:14,45-54,Power Utility ,Director of Account Based Marketing,"135,000.00",USD,"Providence, RI, USA",21 - 30 years
4/25/2019 0:42:15,45-54,,Law/Education,"130,000",USD,"Springfield, VA",21 - 30 years
4/25/2019 0:42:19,35-44,Risk Management ,Manager,105000,USD,New Jersey ,11 - 20 years
4/25/2019 0:42:20,45-54,Executive Search,Database Administrator,"65,000",USD,Boston/MA/USA,5-7 years
4/25/2019 0:42:20,25-34,Fine Art,Gallery Associate,"35,000",USD,New York City,2 - 4 years
4/25/2019 0:42:22,35-44,Academia,Assistant Professor,110000,CAD,"Kelowna, BC, Canada",8 - 10 years
4/25/2019 0:42:25,55-64,Education,Teacher,"$52,000",USD,"Montgomery, AL USA",31 - 40 years
4/25/2019 0:42:26,25-34,education,teacher,"$55,000",USD,"Salt Lake City, UT",1 year or less
4/25/2019 0:42:27,25-34,Communications/Publishing,Editorial Director,"70,000",USD,"Chicago suburbs, IL, USA",8 - 10 years
4/25/2019 0:42:27,25-34,Software,Business analyst,63000,USD,"Portland, Oregon",5-7 years
4/25/2019 0:42:28,35-44,Utilities,Manager,160000,USD,NYC NY USA,8 - 10 years
4/25/2019 0:42:29,35-44,Manufacturing,Director of Operations,"55,000.00",USD,"Dallastown, PA, USA",11 - 20 years
4/25/2019 0:42:32,35-44,Nonprofit technology,Consultant,60000,USD,"Tucson, AZ, USA",11 - 20 years
4/25/2019 0:42:32,35-44,Higher Education,Associate Director of Admissions,"$66,000",USD,"Chicago, IL, USA",11 - 20 years
4/25/2019 0:42:33,25-34,Community Mental Health,Social Worker,72000,USD,"Manchester, NH, USA",8 - 10 years
4/25/2019 0:42:34,25-34,Insurance,Receptionist,37000,USD,Massachusetts,2 - 4 years
4/25/2019 0:42:34,45-54,"Insurance (Home,Auto, Recreational)",Licensed Agent/CSR,"$35,064",USD,"Lewiston, ME USA",21 - 30 years
4/25/2019 0:42:35,35-44,Health Insurance ,Data Governance,112000,USD,Louisville KY ,11 - 20 years
4/25/2019 0:42:37,25-34,Higher Education,Research Librarian,67000,USD,New York/NY/USA,8 - 10 years
4/25/2019 0:42:39,25-34,Philanthropy,Chief of staff/program officer,85000,USD,"New York, New York, USA",5-7 years
4/25/2019 0:42:39,25-34,Marketing,E-Comm and Digital Manager,"86,000 + 15% bonus, which brings me to $101K",USD,"Bridgeport, CT, USA",8 - 10 years
4/25/2019 0:42:39,35-44,Non-departmental public body (research funding),Strategic Lead ,48000,GBP,Bristol/UK,8 - 10 years
4/25/2019 0:42:40,25-34,Health IT,Manager,125000,USD,"Midwest, USA",8 - 10 years
4/25/2019 0:42:41,25-34,Media,Digital Content/Social Media Manager,"$25,000",USD,"Missoula, Montana, USA",5-7 years
4/25/2019 0:42:42,25-34,Nonprofit,Program director,55000,USD,"Anchorage, alaska",5-7 years
4/25/2019 0:42:43,35-44,Government,Administrative Assistant,23030,USD,"Austin, TX",11 - 20 years
4/25/2019 0:42:44,25-34,Health-care,Senior communications specialist,65K,USD,Baltimore/MD/USA,2 - 4 years
4/25/2019 0:42:45,25-34,Insurance,Actuarial associate,"76,200",USD,"Wilmington, DE, USA",5-7 years
4/25/2019 0:42:45,25-34,Archives,Archives Associate,30900,USD,"Fargo, North Dakota, USA",8 - 10 years
4/25/2019 0:42:47,25-34,Legal,Attorney,"85,000",USD,"San Diego, CA USA",8 - 10 years
4/25/2019 0:42:48,25-34,Media relations ,Associate director ,"85,000",USD,North Carolina,11 - 20 years
4/25/2019 0:42:48,55-64,Manufacturing,Senior Sales Engineer,110000,USD,"Chicago, IL",31 - 40 years
4/25/2019 0:42:49,25-34,Pharmaceutical,"Associate Director, Regulatory Affairs",140000,USD,"Philadelphia, PA",11 - 20 years
4/25/2019 0:42:51,35-44,Higher Education,HR Manager,"61,000",USD,Lancaster/Pennsylvania/USA,8 - 10 years
4/25/2019 0:42:53,25-34,Film & Television/Theme Parks,Licensing Coordinator ,"$47,000",USD,"Los Angeles, CA ",8 - 10 years
4/25/2019 0:42:53,25-34,Nonprofit,Senior Content Producer,"65,000",USD,"Washington, DC, USA",5-7 years
4/25/2019 0:42:53,35-44,Higher Education Administration,Communications Coordinator,51000,USD,Chicago/Illinois/United States,11 - 20 years
4/25/2019 0:42:54,35-44,Content Development,Creative Media Developer,"56,500",USD,Issaquah/WA/USA,21 - 30 years
4/25/2019 0:42:55,25-34,Cultural Heritage/Education,Project manager,"37,515.00",USD,"Greater Boston Area, MA, USA",5-7 years
4/25/2019 0:42:56,25-34,music,music teacher,21000,USD,chicago,5-7 years
4/25/2019 0:42:57,25-34,Architecture,Junior Interior Designer,15000,USD,WA,2 - 4 years
4/25/2019 0:42:58,25-34,Information Technology (Healthcare Sector),IT Business Analyst,"102,171",USD,"Malvern, PA, USA",11 - 20 years
4/25/2019 0:43:00,45-54,Logistics,Learning area manager ,75000,USD,"Atlanta, georgia",11 - 20 years
4/25/2019 0:43:01,18-24,Higher Education,Circulation Services Manager,33000,USD,Jacksonville/FL/USA,2 - 4 years
4/25/2019 0:43:02,25-34,Medical Research ,Clinical Research Associate,"98,000",USD,"Boston, MA, USA",8 - 10 years
4/25/2019 0:43:04,25-34,Aviation,Mechanical Engineer,118000,USD,Cincinnati/Ohio/USA,11 - 20 years
4/25/2019 0:43:05,25-34,Technology,Sales & Marketing Coordinator/Assistant ,"50,000",USD,"Carbondale, Colorado ",5-7 years
4/25/2019 0:43:06,35-44,Non-Profit Arts Admin,Finance and Special Projects Manager,"45,000",USD,New York,8 - 10 years
4/25/2019 0:43:07,45-54,Non-profit finance,Senior Accountant,67000,USD,"Sacramento, CA",5-7 years
4/25/2019 0:43:09,35-44,Healthcare,Speech-language pathologist/rehab program manager,"91,000",USD,Durham NC USA,8 - 10 years
4/25/2019 0:43:09,35-44,Telecommunications,Software Developer,"84,000",USD,"Sarasota, FL",11 - 20 years
4/25/2019 0:43:10,25-34,Engineering/Planning (Transportation),Transportation Planner,71000,USD,"Orlando, Florida, USA",2 - 4 years
4/25/2019 0:43:10,25-34,Patent law,Patent Agent,108500,USD,"Boston, MA",5-7 years
4/25/2019 0:43:11,35-44,Food and Beverage,Plant Manager,192000,USD,"Modesto, CA",11 - 20 years
4/25/2019 0:43:12,35-44,Graduate-level health care education,Senior Curriculum Coordinator,"78,800",USD,"Boston, MA",11 - 20 years
4/25/2019 0:43:16,25-34,Libraries ,Digital Project Archivist ,"35, 000",USD,Norfolk/Virginia/USA ,5-7 years
4/25/2019 0:43:18,25-34,Academia,Postdoctoral researcher,50000,USD,"Idaho, U.S.",8 - 10 years
4/25/2019 0:43:18,35-44,Video Games,"Manager, Sales Service","88,000",USD,"Los Angeles, CA, USA",21 - 30 years
4/25/2019 0:43:19,25-34,Automotive Engineering,CAE Engineer,83004,USD,"Detroit, MI",5-7 years
4/24/2019 13:57:20,18-24,Technology ,Technology Analyst,68000,USD,"Washington, DC",1 year or less
4/24/2019 13:57:23,25-34,Technology,Software Development Engineer ,120000,USD,Boston/Massachusetts/USA ,5-7 years
4/24/2019 13:57:27,35-44,I.T.,QA Analyst,"55,000",EUR,Ireland,11 - 20 years
4/24/2019 13:57:28,25-34,BANKING,Loan Officer,45000,USD,Kansas/USA,8 - 10 years
4/24/2019 13:57:29,25-34,Higher Education,Administrative Coordinator,39000,USD,"Los Angeles, CA, USA",8 - 10 years
4/24/2019 13:57:33,25-34,e-commerce,e-commerce specialist,92400,Other,"Warsaw, Poland",8 - 10 years
4/24/2019 13:57:33,25-34,Agriculture technology,Senior project manager,"103,000",USD,San Mateo/California/US,2 - 4 years
4/24/2019 13:57:35,25-34,Pharmaceuticals,Quality Control Chemist III,80000,USD,"Oakland, CA",2 - 4 years
4/24/2019 13:57:37,25-34,Retail (Corporate side),Human Resources Coordinator,70000,USD,San Carlos/CA/USA,8 - 10 years
4/24/2019 13:57:39,25-34,Higher education,Instructional consultant,"72,361",USD,"Washington, DC",8 - 10 years
4/24/2019 13:57:42,25-34,Higher Education,Technical Editor,"61,800",USD,"Reno, NV",5-7 years
4/24/2019 13:57:43,55-64,the theater,playwright/playwriting professor,"average $40,000.",USD,"Northampton MA/New York, NY",31 - 40 years
4/24/2019 13:57:48,45-54,Aerospace,Business manager,"$115,000",USD,"Norman, OK USA",11 - 20 years
4/24/2019 13:57:54,25-34,Retail,Software Engineer,120000,USD,"Pittsburgh, PA",8 - 10 years
4/24/2019 13:57:55,25-34,Higher Education - Admissions,Admissions Advisor,"49,000",USD,"Syracuse, NY",5-7 years
4/24/2019 13:57:57,25-34,Non-Profit (Museum),Executive Director,42960,USD,"Iowa, USA",5-7 years
4/24/2019 13:57:58,25-34,IT,IT Manager,96000,USD,"Lehigh Valley, PA",11 - 20 years
4/24/2019 13:58:09,45-54,Security,Software Engineer,"103,000",USD,"Seattle, WA USA",2 - 4 years
4/24/2019 13:58:09,35-44,Media,Research Specialist,"$60,000",USD,"Chicago, IL, USA",11 - 20 years
4/24/2019 13:58:12,35-44,Law,Attorney,"$40,000",USD,Arlington / Virginia / USA,11 - 20 years
4/24/2019 13:58:26,55-64,IT Services,Lead Support Architect,128000,USD,Boston/MA/USA,31 - 40 years
4/24/2019 13:58:27,25-34,Non Profit,Director of Development Operations,90000,USD,Boston,8 - 10 years
4/24/2019 13:58:31,35-44,Nonprofit ,Program Manager,"72,000",USD,"Saint Paul, MN, USA",11 - 20 years
4/24/2019 13:58:35,25-34,Higher Education,Business manager,44000,USD,"Chapel Hill, North Carolina, USA",5-7 years
4/24/2019 13:58:46,35-44,Banking,Project Manager,113000,USD,Tampa/Florida/USA,11 - 20 years
4/24/2019 13:58:51,35-44,Higher Education,Operations Specialist,34200,USD,North Carolina/USA,11 - 20 years
4/24/2019 13:58:54,25-34,Manufacturing ,Research Scientist,133650,USD,"Houston, TX USA",8 - 10 years
4/24/2019 13:58:55,25-34,Education,HR Manager,"$55,000",USD,"Denver, CO",5-7 years
4/24/2019 13:59:02,35-44,Travel & Hospitality,Senior Sales Manager,80000,USD,Los Angeles/CA/USA,11 - 20 years
4/24/2019 13:59:03,25-34,Healthcare,Controller,75000,USD,Georgia,8 - 10 years
4/24/2019 13:59:03,55-64,Government ,Principal Policy Advisor ,"$147,000",AUD/NZD,"Wellington,  New Zealand ",31 - 40 years
4/24/2019 13:59:06,45-54,Utility,Application Developer,"107,515.00",USD,Dallas Texas USA,21 - 30 years
4/24/2019 13:59:09,45-54,Educational Publishing,Editor,"$42,000",USD,"Chicago, IL",11 - 20 years
4/24/2019 13:59:11,25-34,Marketing,Content Marketing Editor,"$57,300",USD,Chicago,8 - 10 years
4/24/2019 13:59:16,25-34,Digital Marketing,Administrative Coordinator,"$41,700",USD,"Dahlonega, Georgia, USA",5-7 years
4/24/2019 13:59:19,35-44,ngo education,programme manager / head of department,"84,000",EUR,Belgium ,8 - 10 years
4/24/2019 13:59:20,25-34,Finance/Accounting,Consultant,95000,USD,"Austin, Texas, USA",5-7 years
4/24/2019 13:59:22,45-54,Fintech,Senior technical writer,"82,000",CAD,"Vancouver, BC, Canada",11 - 20 years
4/24/2019 13:59:25,25-34,Debt collections,Collector,30000,USD,"Grand Rapids, MI, USA",11 - 20 years
4/24/2019 13:59:30,25-34,Tech,Executive Assistant,"103,500",USD,"Seattle, WA",8 - 10 years
4/24/2019 13:59:30,25-34,law,judicial law clerk,59000,USD,"St. Paul, MN, USA",2 - 4 years
4/24/2019 13:59:30,25-34,libraries,cataloger,"55,000",USD,"Washington, DC, United States",5-7 years
4/24/2019 13:59:32,25-34,Telecom,Field Technician,"32,000",USD,"Raleigh, NC",5-7 years
4/24/2019 13:59:32,25-34,Nonprofit,Donor Relations Manager,42000,USD,Pittsburgh,2 - 4 years
4/24/2019 13:59:33,18-24,Teaching,Language teacher,11000,EUR,"freiburg, germany",1 year or less
4/24/2019 13:59:33,25-34,Education ,High School Teacher,86000,CAD,"London, ON, Canada",8 - 10 years
4/24/2019 13:59:40,25-34,construction,project manager,66000,USD,los angeles/california/usa,5-7 years
4/24/2019 13:59:42,25-34,NGO/non profit org,Program officer ,45000,USD,South Sudan ,5-7 years
4/24/2019 13:59:51,35-44,Local Government/Public Library,Librarian,65000,USD,San Diego/CA/USA,11 - 20 years
4/24/2019 13:59:55,25-34,Nonprofit ,"Communications Manager, Media Relations","91,500",USD,"Washington, DC",8 - 10 years
4/24/2019 13:59:56,18-24,Journalism,Reporter,"58,000",USD,New York,2 - 4 years
4/24/2019 13:59:58,25-34,Federal government,Analyst,81800,CAD,Ottawa/ontario/canada,11 - 20 years
4/24/2019 13:59:59,25-34,Academia,Graduate Student,"30,000",USD,,5-7 years
4/24/2019 14:00:07,25-34,Education,Associate Director,"65,000",USD,"Philadelphia, PA, USA",2 - 4 years
4/24/2019 14:00:08,45-54,Health care,Strategic Review Analyst,85000,USD,"Saint Louis, MO USA",11 - 20 years
4/24/2019 14:00:09,35-44,Higher Education,Information Security Specialist,160100,USD,"San Francisco, CA",11 - 20 years
4/24/2019 14:00:13,25-34,Utilities,Rate Analyst,71000,USD,"Denver, Coloy",8 - 10 years
4/24/2019 14:00:17,25-34,Healthcare ,RN-BSN,$75k,USD,"Corvallis, Oregon, US",5-7 years
4/24/2019 14:00:19,35-44,Retail,Photo Technician,50000,USD,Honolulu/Hawaii/USA,21 - 30 years
4/24/2019 14:00:26,35-44,Technology,Senior Business Analyst,"125,000",USD,"New York, New York, USA",11 - 20 years
4/24/2019 14:00:28,35-44,Education,Speech language pathologist ,55000,USD,Alaska USA,2 - 4 years
4/24/2019 14:00:31,35-44,Non Profit,Administrative Assistant,"37,000",USD,"Portland, OR",8 - 10 years
4/24/2019 14:00:37,25-34,Biotech/pharma,medical writing editor,"$85,000 +10% bonus +$40,000 stock award",USD,"Boston, MA",11 - 20 years
4/24/2019 14:00:37,25-34,Government contractor,Computational Mathematician,"160,000",USD,"Okaland, Ca, USA",5-7 years
4/24/2019 14:00:39,35-44,Manufactuing ,CSR/Export Admin/Sales ,49000,USD,Massachusetts ,11 - 20 years
4/24/2019 14:00:41,25-34,Education,Human Resources Manager,67000,USD,"Boston, MA",8 - 10 years
4/24/2019 14:00:45,25-34,Civil legal services,Staff Attorney,"$70,000",USD,"New York, NY ",5-7 years
4/24/2019 14:00:52,35-44,Music,Coordinator,"51,150",USD,"New York, NY",11 - 20 years
4/24/2019 14:00:58,25-34,News,Producer,"30,000",USD,"Chico, CA",5-7 years
4/24/2019 14:01:02,45-54,Web Development,Project Management,"$82,000",USD,Southern California,21 - 30 years
4/24/2019 14:01:14,25-34,Public Accounting,Office Accountant,60000,USD,"San Antonio, TX - USA",11 - 20 years
4/24/2019 14:01:15,35-44,Nonprofit ,Digital marketing manager ,65000,USD,"Chicago, IL, USA",11 - 20 years
4/24/2019 14:01:20,18-24,Athletic Training,Graduate Assistant Athletic Trainer,"16,000",USD,,1 year or less
4/24/2019 14:01:28,35-44,Legal,Legal Assistant ,"53,000",USD,"Towson, MD",11 - 20 years
4/24/2019 14:01:29,45-54,Education,Web Services Librarian,62300,USD,"Fort Worth, TX, USA",11 - 20 years
4/24/2019 14:01:42,45-54,Government,Program Manager 2,80000,USD,"Atlanta, GA, USA",21 - 30 years
4/24/2019 14:01:43,25-34,Software,Sr Financial Analyst,90000,USD,"Austin, Texas, USA",5-7 years
4/24/2019 14:01:47,45-54,Logistics,Business Analyst,81000,USD,"Atlanta, GA USA",11 - 20 years
4/24/2019 14:01:56,45-54,Technology,Senior Project Manager,142000,USD,"Boston, MA",21 - 30 years
4/24/2019 14:01:58,25-34,Finance,Senior Analyst,85000,USD,Tennessee,5-7 years
4/24/2019 14:01:58,25-34,Legal,Associate Attorney,190000,USD,Washington DC,1 year or less
4/24/2019 14:01:59,35-44,Behavioral health,BCBA Supervisor,"83,000",USD,"Boston, MA, USA",11 - 20 years
4/24/2019 14:02:02,35-44,Software development,Software engineer,106000,Other,Switzerland / Solothurn,11 - 20 years
4/24/2019 14:02:04,25-34,Pharmacy,Pharmacist,"137,000",USD,"Waco, TX. USA",2 - 4 years
4/24/2019 14:02:04,25-34,software,programmer,91190,USD,Israel,2 - 4 years
4/24/2019 14:02:07,25-34,Health & Beauty,Customer Service Rep,"$16/h, 35 hours a week",CAD,Vancouver BC,1 year or less
4/24/2019 14:02:14,25-34,healthcare,administrative assistant,"43,000",USD,Northern Michigan,5-7 years
4/24/2019 14:02:18,25-34,Retail,Analyst,62000,USD,Massachusetts,5-7 years
4/24/2019 14:02:19,45-54,Environmental Graphic Design,"Associate, Senior Designer",110000,USD,"Los Angeles, CA, USA",11 - 20 years
4/24/2019 14:02:23,25-34,Marketing,Content Creator/Copywriter,41600,USD,"Camarillo, CA United States",2 - 4 years
4/24/2019 14:02:27,35-44,Education,Academic Affairs Coordinator,"61,000",USD,Los Angeles/CA/USA,11 - 20 years
4/24/2019 14:02:31,35-44,Higher Education,Deputy Title IX Coordinator,"63,000",USD,,5-7 years
4/24/2019 14:02:34,35-44,Academia,Director of Graduate and Postdoctoral Professional Development,"99,700",USD,Southern US,8 - 10 years
4/24/2019 14:02:37,35-44,Human Services,Director of Compliance,"$71,000",USD,"Annapolis, MD USA",11 - 20 years
4/24/2019 14:02:45,45-54,Technology,Director,"$162,000",USD,"Massachusetts, USA",31 - 40 years
4/24/2019 14:02:46,25-34,Academic Library,Repository & Publishing Specialist,"$40,000",USD,"Atlanta, GA, USA",5-7 years
4/24/2019 14:02:47,25-34,software,Product Owner,105000,USD,"Madison, WI",8 - 10 years
4/24/2019 14:02:50,35-44,Finance,Mortgage Administrator ,22000,GBP,"South London, England",11 - 20 years
4/24/2019 14:02:51,25-34,Computer Software,Software Engineer,95000,USD,"North Carolina, USA",5-7 years
4/24/2019 14:02:52,25-34,Pharmaceutical,Senior Research Associate,72000,USD,San Diego/CA/USA,8 - 10 years
4/24/2019 14:03:10,18-24,Market Research,Grad Research Executive ,"24,000",GBP,"London, UK",1 year or less
4/24/2019 14:03:16,25-34,Healthcare,Customer Service Representative,"34,000",USD,Pennsylvania,8 - 10 years
4/24/2019 14:03:25,45-54,State Government,Human Resource COnsultant II,"79,404",USD,"Juneau, AK USA",21 - 30 years
4/24/2019 14:03:27,35-44,Academia,Director of Online Education,101000,USD,"New Haven, CT, USA",11 - 20 years
4/24/2019 14:03:32,45-54,environmental,NEPA specialist,40000,USD,Tacoma WA,8 - 10 years
4/24/2019 14:03:34,25-34,Academia,Research Analyst,"66,000",USD,Massachusetts,2 - 4 years
4/24/2019 14:03:46,45-54,Business coaching,Content writer,"36,000",EUR,"Chattanooga, TN",31 - 40 years
4/24/2019 14:03:48,25-34,Environmental Health and Safety,Regulatory Compliance Specialist,52000,USD,"San Diego, CA, USA",5-7 years
4/24/2019 14:03:51,25-34,Aerospace,Mechanical design engineer,87500,USD,Boulder CO USA,2 - 4 years
4/24/2019 14:03:54,45-54,Wind Energy,Plant Administrator,58000,USD,Texas,21 - 30 years
4/24/2019 14:03:54,45-54,Consulting,Principal Consultant,"132,000",USD,"Sacramento, CA, USA",11 - 20 years
4/24/2019 14:03:55,45-54,Health insurance ,Senior Project Manager,73000,USD,"Dallas, TX, USA",21 - 30 years
4/24/2019 14:03:56,25-34,Health research,Senior Research Assistant,"54,500",USD,Texas,5-7 years
4/24/2019 14:04:00,18-24,journalism,reporter,58000,USD,NY,2 - 4 years
4/24/2019 14:04:06,25-34,IT,Mainframe Operator,54600,USD,"Chicago, suburbs, IL",5-7 years
4/24/2019 14:04:07,25-34,non-profit,Director of Development adn Communications,"90,000",USD,"San Jose, CA, United States",8 - 10 years
4/24/2019 14:04:13,25-34,nonprofit,Graphic Designer,"44,990",USD,"Minneapolis, MN USA",2 - 4 years
4/24/2019 14:04:20,25-34,Government,Administrative Analyst,"$90,400",USD,"Santa Monica, CA, USA",11 - 20 years
4/24/2019 14:04:20,25-34,Pharmacy,Pharmacy Technician,20000,USD,,2 - 4 years
4/24/2019 14:04:26,35-44,Nonprofit/Education,"Senior Director, Programs",82000,USD,New York/NY/USA,11 - 20 years
4/24/2019 14:04:35,35-44,Publishing,Acquisitions Editor,"$103,000",CAD,Toronto/Ontario/Canada,11 - 20 years
4/24/2019 14:04:35,25-34,Internet,Senior UX Designer,"115,000",USD,"New York, NY",8 - 10 years
4/24/2019 14:04:39,35-44,Higher Education,Director of Design Strategy,64000,USD,"Atlanta, GA, USA",11 - 20 years
4/24/2019 14:04:47,25-34,Finance ,Manager,90000,USD,Lancaster/PA/USA,5-7 years
4/24/2019 14:04:48,35-44,Education Management,"Assistant Director, Operations",61000,USD,San Diego/CA/USA,11 - 20 years
4/24/2019 14:04:49,25-34,Tech,Procurement ,125000,USD,Silicon Valley ,5-7 years
4/24/2019 14:04:49,35-44,Healthcare,ICU RN,95000,USD,Rochester mn USA ,11 - 20 years
4/24/2019 14:04:49,18-24,Libraries,Youth Engagement Specialist II,43020,USD,Oklahoma City / OK / USA,2 - 4 years
4/24/2019 14:04:53,25-34,"Writing, education adjacent",Staff writer,"45,000",USD,Walla Walla/WA/USA,2 - 4 years
4/24/2019 14:04:57,55-64,Education,Analyst,54000,USD,"Houston, Texas USA",11 - 20 years
4/24/2019 14:04:57,35-44,Education,Director of Student Records,"79,000",USD,"New York, New York",11 - 20 years
4/24/2019 14:05:00,35-44,Fintec,Head of Research,46600,GBP,Wokingham UK ,11 - 20 years
4/24/2019 14:05:01,25-34,Design,Junior Graphic Designer,"55,000",USD,NC,2 - 4 years
4/24/2019 14:05:06,35-44,Manufacturing,HR Manager,"69,000",USD,Detroit/MI/USA,11 - 20 years
4/24/2019 14:05:18,45-54,Manufacturing,Office Manager,"63,500",USD,Chicago Suburbs,11 - 20 years
4/24/2019 14:05:20,25-34,STEM,senior engineer,87225,USD,"USA, CO",8 - 10 years
4/24/2019 14:05:22,35-44,Local Government,Police Officer,130000 + 50000 in overtime,USD,"San Francisco, CA, USA",8 - 10 years
4/24/2019 14:05:28,25-34,Public School District ,Bilingual Office Assistant,40540,USD,"Suffolk County, NY, USA",5-7 years
4/24/2019 14:05:35,35-44,Public Library/Nonprofit,Youth Services Department Supervisor,"63,000",USD,"Somerset County, NJ, USA",5-7 years
4/24/2019 14:05:37,35-44,Media,Articles Editor,"96,000",USD,New York City,11 - 20 years
4/24/2019 14:05:39,25-34,Technology,Project Manager,"78,000",USD,"Sacramento, CA, USA",2 - 4 years
4/24/2019 14:05:41,25-34,Insurance,Personal lines manager ,125000,USD,Waltham/ Massachusetts/United states,11 - 20 years
4/24/2019 14:05:50,25-34,Nonprofit (Healthcare),"Assistant Director, Development","$78,000",USD,"New York, NY",5-7 years
4/24/2019 14:05:52,35-44,Admin Assistant in Big 4 Accounting Firm,Document Production Specialist,"47,300",CAD,Saskatoon SK  Canada,8 - 10 years
4/24/2019 14:05:55,25-34,Higher education,Program Coordinator,61200,USD,"New York, NY, USA",5-7 years
4/24/2019 14:05:55,35-44,Publishing,Director,115000,USD,"New York, NY USA",11 - 20 years
4/24/2019 14:05:56,35-44,Higher educational,International Agreements Coordinator,"43,000",USD,"Morgantown, West Virginia, United States",8 - 10 years
